,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Meeting Date,G ID,Grp,State,Club,Venue,Seasonal Race Name (2023/24),Dist,Prizemoney $$$     ,Age,Sex,,Registered Race Name,,,
2-Mar-24,123,G1,VIC,VRC,FLEM,AUSTRALIAN GUINEAS,"1,600","1,000,000",3-Y-O,O,SW,AUSTRALIAN GUINEAS,,,
2-Mar-24,147,G2,VIC,VRC,FLEM,BLAMEY STAKES,"1,600","300,000",3YO&Up,O,SWP,BLAMEY STAKES,,,
2-Mar-24,223,L,VIC,VRC,FLEM,FESTIVAL OF RACING STAKES,"1,000","175,000",2-Y-O,O,SWP,FLEMINGTON FESTIVAL OF RACING STAKES,,,
2-Mar-24,724,L,WA,WATC,ASCT,ASCOT 1000 GUINEAS,"1,800","125,000",3-Y-O,F,SWP,WATC ASCOT 1000 GUINEAS,,,
2-Mar-24,635,L,WA,WATC,ASCT,LEX PIPER STAKES,"1,600","125,000",3-Y-O,C&G,SWP,T.J. SMITH TROPHY,,,
8-Mar-24,169,G3,NSW,NEWCASTLE JC,NCLE,NEWCASTLE NEWMARKET HCP,"1,400","250,000",O,O,Qlty,NEWCASTLE NEWMARKET HCP,,,
9-Mar-24,163,L,NSW,ATC,RAND,RANDWICK CITY STAKES,"2,000","200,000",3YO&Up,O,Qlty,RANDWICK CITY STAKES,,,
9-Mar-24,164,G1,NSW,ATC,RAND,RANDWICK GUINEAS,"1,600","1,000,000",3-Y-O,O,SW,RANDWICK GUINEAS,,,
9-Mar-24,165,G1,NSW,ATC,RAND,CANTERBURY STAKES,"1,300","750,000",3YO&Up,O,WFA,CANTERBURY STAKES,,,
9-Mar-24,186,G2,NSW,ATC,RAND,CHALLENGE STAKES,"1,000","500,000",3YO&Up,O,WFA,ATC CHALLENGE STAKES,,,
9-Mar-24,428,G2,NSW,ATC,RAND,REISLING STAKES,"1,200","300,000",2-Y-O,F,SW,REISLING STAKES,,,
9-Mar-24,511,G2,NSW,ATC,RAND,TODMAN STAKES,"1,200","300,000",2-Y-O,C&G,SW,TODMAN STAKES,,,
9-Mar-24,674,G3,NSW,ATC,RAND,ASPIRATION QUALITY,"1,600","250,000",3YO&Up,F&M,Qlty,ASPIRATION QUALITY,,,
9-Mar-24,675,G3,NSW,ATC,RAND,WENONA GIRL QUALITY,"1,200","250,000",4YO&Up,M,Qlty,WENONA GIRL QUALITY,,,
9-Mar-24,725,L,NSW,ATC,RAND,FIREBALL STAKES,"1,100","200,000",3-Y-O,O,SWP,FIREBALL STAKES,,,
9-Mar-24,156,L,WA,BUNBURY RC,BUNB,BUNBURY CUP,"2,000","150,000",2YO&Up,O,Qlty,BUNBURY CUP,,,
9-Mar-24,157,L,WA,BUNBURY RC,BUNB,BUNBURY STAKES,"1,400","150,000",2YO&Up,O,Qlty,BUNBURY STKS,,,
9-Mar-24,640,L,QLD,GOLD COAST TC,GCST,GOLDMARKET HANDICAP,"1,200","160,000",O,O,Qlty,GOLDMARKET HANDICAP,,,
9-Mar-24,12,G1,VIC,VRC,FLEM,NEWMARKET HANDICAP,"1,200","1,500,000",O,O,Hcp,VRC NEWMARKET HANDICAP,,,
9-Mar-24,322,G2,VIC,VRC,FLEM,A.V KEWNEY STAKES,"1,600","300,000",3-Y-O,F,SW,A.V KEWNEY STAKES,,,
9-Mar-24,9,G2,VIC,VRC,FLEM,VRC SIRES' PRODUCE STAKES,"1,400","300,000",2-Y-O,O,SW,VRC SIRES' PRODUCE STAKES,,,
9-Mar-24,606,G3,VIC,VRC,FLEM,MATRON STAKES,"1,600","200,000",3YO&Up,F&M,SWP,MATRON STAKES,,,
9-Mar-24,357,G3,VIC,VRC,FLEM,SHAFTESBURY AVENUE HCP,"1,400","200,000",O,O,Hcp,SHAFTESBURY AVENUE HCP,,,
10-Mar-24,146,G3,ACT,CANBERRA RC,CANB,BLACK OPAL STAKES,"1,200","250,000",2-Y-O,O,SWP,BLACK OPAL STAKES,,,
10-Mar-24,437,L,ACT,CANBERRA RC,CANB,NATIONAL SPRINT,"1,400","165,000",O,O,Qlty,NATIONAL SPRINT,,,
10-Mar-24,161,L,ACT,CANBERRA RC,CANB,CANBERRA CUP,"2,000","250,000",O,O,Qlty,CANBERRA CUP,,,
10-Mar-24,735,L,ACT,CANBERRA RC,CANB,CANBERRA GUINEAS,"1,400","165,000",3-Y-O,O,SWP,CANBERRA GUINEAS,,,
11-Mar-24,28,G2,SA,SAJC,MORP,ADELAIDE CUP,"3,200","350,000",O,O,Hcp,ADELAIDE CUP,,,
11-Mar-24,503,L,SA,SAJC,MORP,C S HAYES MEMORIAL CUP,"1,600","120,000",O,O,Qlty,COLIN HAYES MEMORIAL CUP,,,
11-Mar-24,574,L,SA,SAJC,MORP,MATRICE STAKES,"1,200","120,000",O,O,SWP,MATRICE STAKES,,,
11-Mar-24,373,L,SA,SAJC,MORP,MORPHETTVILLE GUINEAS,"1,600","120,000",3-Y-O,O,SW,MORPHETTVILLE GUINEAS,,,
15-Mar-24,668,G3,NSW,ILLAWARRA TC,KEMB,KEITH F NOLAN CLASSIC,"1,600","250,000",3-Y-O,F,SWP,KEMBLA GRANGE CLASSIC,,,
16-Mar-24,233,G2,NSW,ATC,RHIL,AJAX STAKES,"1,500","300,000",3YO&Up,O,Qlty,AJAX STAKES,,,
16-Mar-24,342,G3,NSW,ATC,RHIL,MAGIC NIGHT STAKES,"1,200","250,000",2-Y-O,F,SW,MAGIC NIGHT STAKES,,,
16-Mar-24,391,G1,NSW,ATC,RHIL,COOLMORE CLASSIC,"1,500","1,000,000",3YO&Up,F&M,Qlty,TAD KENNEDY STAKES,,,
16-Mar-24,396,G3,NSW,ATC,RHIL,PAGO PAGO STAKES,"1,200","250,000",2-Y-O,C&G,SW,PAGO PAGO STAKES,,,
16-Mar-24,401,G2,NSW,ATC,RHIL,PHAR LAP STAKES,"1,500","300,000",3-Y-O,O,SW,PHAR LAP STAKES,,,
16-Mar-24,598,G3,NSW,ATC,RHIL,SKY HIGH STAKES,"2,000","350,000",3YO&Up,O,SWP,SKY HIGH STAKES,,,
16-Mar-24,603,G3,NSW,ATC,RHIL,MAURICE McCARTEN STAKES,"1,100","250,000",3YO&Up,O,Qlty,MAURICE McCARTEN STAKES,,,
16-Mar-24,149,L,WA,WATC,ASCT,J.C. ROBERTS STAKES,"1,800","125,000",3-Y-O,C&G,SWP,J.C. ROBERTS STKS,,,
16-Mar-24,667,L,WA,WATC,ASCT,NATASHA STAKES,"2,200","125,000",3-Y-O,F,SWP,NATASHA STKS,,,
22-Mar-24,736,L,NSW,ARC,ALB,ALBURY GOLD CUP,"2,000","200,000",3YO&Up,O,Qlty,ALBURY CUP,,,
23-Mar-24,7,G1,NSW,ATC,RHIL,GOLDEN SLIPPER STAKES,"1,200","5,000,000",2-Y-O,O,SW,GOLDEN SLIPPER STAKES,,,
23-Mar-24,15,G1,NSW,ATC,RHIL,ROSEHILL GUINEAS,"2,000","750,000",3-Y-O,O,SW,ROSEHILL GUINEAS,,,
23-Mar-24,143,G3,NSW,ATC,RHIL,BIRTHDAY CARD STAKES,"1,200","250,000",3YO&Up,F&M,Qlty,BIRTHDAY CARD STKS,,,
23-Mar-24,224,L,NSW,ATC,RHIL,DARBY MUNRO STAKES,"1,200","200,000",3-Y-O,O,SWP,DARBY MUNRO STKS,,,
23-Mar-24,272,G1,NSW,ATC,RHIL,THE GALAXY,"1,100","1,000,000",3YO&Up,O,Hcp,THE GALAXY,,,
23-Mar-24,277,G1,NSW,ATC,RHIL,GEORGE RYDER STAKES,"1,500","1,000,000",3YO&Up,O,WFA,GEORGE RYDER STAKES,,,
23-Mar-24,344,G3,NSW,ATC,RHIL,N E MANION QUALITY CUP,"2,400","250,000",3YO&Up,O,Qlty,N E MANION CUP,,,
23-Mar-24,423,G1,NSW,ATC,RHIL,RANVET STAKES,"2,000","1,000,000",3YO&Up,O,WFA,RAWSON STAKES,,,
23-Mar-24,660,G3,NSW,ATC,RHIL,EPONA STAKES,"1,900","250,000",3YO&Up,F&M,SWP,EPONA STAKES,,,
23-Mar-24,544,G1,VIC,MVRC,THE VALLEY,WILLIAM REID STAKES,"1,200","1,000,000",O,O,WFA,WILLIAM REID STAKES,,,
23-Mar-24,102,G2,VIC,MVRC,THE VALLEY,ALISTER CLARK STAKES,"2,040","750,000",3-Y-O,O,SW,ALISTER CLARK STAKES,,,
23-Mar-24,232,G2,VIC,MVRC,THE VALLEY,SUNLINE STAKES,"1,600","300,000",3YO&Up,F&M,WFA,SUNLINE STAKES,,,
23-Mar-24,731,G3,VIC,MVRC,THE VALLEY,TYPHOON TRACY STAKES,"1,200","200,000",3-Y-O,F,SWP,TYPHOON TRACY STAKES,,,
23-Mar-24,263,G3,VIC,MVRC,THE VALLEY,ALEXANDRA STAKES,"1,600","200,000",3-Y-O,F,SWP,ALEXANDRA STAKES,,,
23-Mar-24,291,L,VIC,MVRC,THE VALLEY,THE VALLEY PEARL,"1,000","175,000",2-Y-O,O,SW,ST. ALBANS STAKES,,,
23-Mar-24,327,L,SA,SAJC,MORP,CLARE LINDOP STAKES,"1,600","120,000",3-Y-O,F,SWP,LAELIA STAKES,,,
23-Mar-24,250,L,SA,SAJC,MORP,MANIHI CLASSIC,"1,100","120,000",O,O,Qlty,MANIHI CLASSIC,,,
23-Mar-24,492,L,WA,WATC,ASCT,SUPREMACY STAKES,"1,000","125,000",2-Y-O,O,SWP,SUPREMACY STKS,,,
23-Mar-24,566,L,WA,WATC,ASCT,GRANDSTAND CUP,"1,500","125,000",2YO&Up,O,Qlty,GRANDSTAND CUP,,,
24-Mar-24,402,L,WA,PINJARRA RC,PINJ,PINJARRA CUP,"2,300","150,000",3YO&Up,O,Qlty,PINJARRA CUP,,,
29-Mar-24,352,L,WA,WATC,ASCT,MELVISTA STAKES,"2,200","125,000",3-Y-O,C&G,SWP,MELVISTA STKS,,,
30-Mar-24,3,G1,NSW,ATC,RHIL,H.E. TANCRED STAKES,"2,400","1,500,000",3YO&Up,O,WFA,H E TANCRED STAKES,,,
30-Mar-24,126,G3,NSW,ATC,RHIL,T L BAILLIEU,"1,400","250,000",2-Y-O,O,Qlty,T L BAILLIEU HCP,,,
30-Mar-24,174,G2,NSW,ATC,RHIL,TULLOCH STAKES,"2,000","300,000",3-Y-O,C&G,SW,TULLOCH STAKES,,,
30-Mar-24,248,G2,NSW,ATC,RHIL,EMANCIPATION STAKES,"1,500","300,000",3YO&Up,F&M,SWP,EMANCIPATION STAKES,,,
30-Mar-24,439,G3,NSW,ATC,RHIL,DONCASTER PRELUDE,"1,500","250,000",3YO&Up,O,Qlty,ROYAL PARMA STAKES,,,
30-Mar-24,481,G3,NSW,ATC,RHIL,STAR KINGDOM STAKES,"1,200","250,000",3YO&Up,O,Qlty,STAR KINGDOM STKS,,,
30-Mar-24,484,G1,NSW,ATC,RHIL,VINERY STUD STAKES,"2,000","750,000",3-Y-O,F,SW,STORM QUEEN STAKES,,,
30-Mar-24,572,G3,NSW,ATC,RHIL,NEVILLE SELLWOOD STAKES,"2,000","250,000",4YO&Up,O,SWP,NEVILLE SELLWOOD STAKES,,,
30-Mar-24,470,L,SA,OAKBANK RC,OAKB,HILLS RAILWAY STAKES,"1,100","140,000",O,O,Qty,HILLS RAILWAY STAKES,,,
30-Mar-24,18,G1,VIC,VRC,FLEM,AUSTRALIAN CUP,"2,000","3,000,000",O,O,WFA,AUSTRALIAN CUP,,,
30-Mar-24,148,G3,VIC,VRC,FLEM,THOROUGHBRED BREEDERS STAKES,"1,200","200,000",2-Y-O,F,SWP,THOROUGHBRED BREEDERS ST.,,,
30-Mar-24,730,L,VIC,VRC,FLEM,ROY HIGGINS QUALITY,"2,600","175,000",3-Y-O,O,Qlty,ROY HIGGINS QUALITY,,,
30-Mar-24,366,L,VIC,VRC,FLEM,MOOMBA PLATE,"1,100","175,000",3-Y-O,O,Hcp,MOOMBA PLATE,,,
30-Mar-24,154,L,VIC,VRC,FLEM,BOB HOYSTED STAKES,"1,000","175,000",4YO&Up,O,Hcp,BOB HOYSTED STAKES,,,
30-Mar-24,529,G3,WA,WATC,ASCT,W.A. OAKS,"2,400","300,000",3-Y-O,F,SW,WA OAKS,,,
6-Apr-24,5,G1,NSW,ATC,RAND,ATC AUSTRALIAN DERBY,"2,400","2,000,000",3-Y-O,O,SW,ATC AUSTRALIAN DERBY,,,
6-Apr-24,10,G1,NSW,ATC,RAND,ATC SIRES PRODUCE STAKES,"1,400","1,000,000",2-Y-O,O,SW,ATC SIRES PRODUCE STAKES,,,
6-Apr-24,13,G1,NSW,ATC,RAND,DONCASTER HANDICAP,"1,600","4,000,000",3YO&Up,O,Hcp,DONCASTER HANDICAP,,,
6-Apr-24,101,G3,NSW,ATC,RAND,ADRIAN KNOX QLTY STAKES,"2,000","250,000",3-Y-O,F,Qlty,ADRIAN KNOX STAKES,,,
6-Apr-24,107,G3,NSW,ATC,RAND,P J BELL STAKES,"1,200","250,000",3-Y-O,F,SWP,P J BELL STAKES,,,
6-Apr-24,167,G3,NSW,ATC,RAND,CARBINE CLUB STAKES,"1,600","250,000",3-Y-O,O,SWP,AJC CARBINE CLUB STAKES,,,
6-Apr-24,182,G2,NSW,ATC,RAND,CHAIRMAN'S HANDICAP,"2,600","300,000",3YO&Up,O,Qlty,AJC CHAIRMANS HANDICAP,,,
6-Apr-24,571,G3,NSW,ATC,RAND,KINDERGARTEN STAKES,"1,100","250,000",2-Y-O,O,SW,KINDERGARTEN STAKES,,,
6-Apr-24,646,G1,NSW,ATC,RAND,T J SMITH STAKES,"1,200","3,000,000",O,O,WFA,T J SMITH STAKES,,,
6-Apr-24,240,G3,VIC,MRC,CAUL,EASTER CUP,"2,000","200,000",O,O,Hcp,MRC EASTER CUP,,,
6-Apr-24,526,G3,VIC,MRC,CAUL,VICTORIA HANDICAP,"1,400","200,000",O,O,Hcp,VICTORIA HANDICAP,,,
6-Apr-24,714,L,VIC,MRC,CAUL,REDOUTE'S CHOICE STAKES,"1,100","175,000",2-Y-O,O,Hcp,REDOUTE'S CHOICE STAKES,,,
6-Apr-24,729,L,VIC,MRC,CAUL,GALILEE SERIES FINAL,"2,400","200,000",3-Y-O,O,SWP,GALILEE SERIES FINAL,,,
6-Apr-24,280,G3,WA,WATC,ASCT,GIMCRACK STKS,"1,100","200,000",2-Y-O,F,SWP,WATC GIMCRACK STKS,,,
6-Apr-24,456,L,WA,WATC,ASCT,PERTH STKS,"1,100","200,000",2-Y-O,C&G,SWP,PERTH STKS,,,
6-Apr-24,554,L,WA,WATC,ASCT,OLD COMRADE STAKES,"1,600","125,000",2YO&Up,O,Qlty,YORK HCP,,,
6-Apr-24,432,G3,WA,WATC,ASCT,ROMA CUP,"1,100","200,000",2YO&Up,O,WFA,ROMA CUP,,,
13-Apr-24,8,G1,NSW,ATC,RAND,SYDNEY CUP,"3,200","2,000,000",3YO&Up,O,Hcp,SYDNEY CUP,,,
13-Apr-24,20,G1,NSW,ATC,RAND,ATC OAKS,"2,400","1,000,000",3-Y-O,F,SW,ATC AUSTRALIAN OAKS,,,
13-Apr-24,259,L,NSW,ATC,RAND,FERNHILL HANDICAP,"1,600","200,000",2-Y-O,O,Qlty,FERNHILL HANDICAP,,,
13-Apr-24,321,G2,NSW,ATC,RAND,PERCY SYKES STAKES,"1,200","1,000,000",2-Y-O,F,SWP,KEITH MACKAY HANDICAP,,,
13-Apr-24,412,G1,NSW,ATC,RAND,QUEEN ELIZABETH STAKES,"2,000","5,000,000",3YO&Up,O,WFA,ATC QUEEN ELIZABETH STAKES,,,
13-Apr-24,415,G1,NSW,ATC,RAND,QUEEN OF THE TURF STAKES,"1,600","1,000,000",3YO&Up,F&M,WFA,QUEEN OF THE TURF STAKES,,,
13-Apr-24,441,G2,NSW,ATC,RAND,ARROWFIELD 3YO SPRINT,"1,200","1,000,000",3-Y-O,O,SW,ROYAL SOVEREIGN STAKES,,,
13-Apr-24,650,G2,NSW,ATC,RAND,SAPPHIRE STAKES,"1,200","300,000",3YO&Up,F&M,SWP,SAPPHIRE STAKES,,,
13-Apr-24,659,L,NSW,ATC,RAND,SOUTH PACIFIC CLASSIC,"1,400","200,000",3-Y-O,O,Qlty,SOUTH PACIFIC CLASSIC,,,
13-Apr-24,778,L,VIC,BJC,BEND,BENDIGO GUINEAS,"1,400","200,000",3-Y-O,O,SWP,BENDIGO GUINEAS,,,
13-Apr-24,779,L,VIC,BJC,BEND,GOLDEN MILE,"1,600","200,000",O,O,Hcp,GOLDEN MILE,,,
13-Apr-24,119,G3,SA,SAJC,MORP,AURARIA STAKES,"1,800","150,000",3-Y-O,F,SWP,AURARIA STAKES,,,
13-Apr-24,230,L,SA,SAJC,MORP,DEQUETTEVILLE STAKES,"1,050","120,000",2-Y-O,F,SW,DEQUETTEVILLE STAKES,,,
13-Apr-24,404,L,SA,SAJC,MORP,PORT ADELAIDE GUINEAS,"1,800","120,000",3-Y-O,O,SW,PORT ADELAIDE GUINEAS,,,
13-Apr-24,45,G2,WA,WATC,ASCT,W.A.T.C. DERBY,"2,400","400,000",3-Y-O,O,SW,W.A.T.C. DERBY,,,
20-Apr-24,24,G1,NSW,ATC,RAND,CHAMPAGNE STAKES,"1,600","1,000,000",2-Y-O,O,SW,CHAMPAGNE STAKES,,,
20-Apr-24,104,G1,NSW,ATC,RAND,ALL AGED STAKES,"1,400","1,500,000",O,O,WFA,ALL AGED STAKES,,,
20-Apr-24,173,G3,NSW,ATC,RAND,JAMES H B CARR STAKES,"1,400","250,000",3-Y-O,F,SWP,J H B CARR STAKES,,,
20-Apr-24,266,G3,NSW,ATC,RAND,FRANK PACKER PLATE,"2,000","250,000",3-Y-O,O,SW,FRANK PACKER PLATE,,,
20-Apr-24,295,G3,NSW,ATC,RAND,HALL MARK STAKES,"1,200","250,000",3YO&Up,O,SWP,HALL MARK STAKES,,,
20-Apr-24,643,G3,NSW,ATC,RAND,JAPAN RACING ASSOC PLATE,"2,000","250,000",3YO&Up,O,Qlty,JAPAN RACING ASSCTIAN PLT,,,
20-Apr-24,689,L,QLD,BRC,E FM,DAYBREAK LOVER,"1,400","160,000",3-Y-O,O,SWP,DAYBREAK LOVER,,,
20-Apr-24,115,L,QLD,BRC,E FM,ASCOT HANDICAP,"1,000","160,000",3YO&Up,O,Qlty,ASCOT HANDICAP,,,
20-Apr-24,111,L,VIC,MORN RC,MORN,HAREEBA STAKES,"1,200","200,000",O,O,Hcp,HAREEBA STAKES,,,
20-Apr-24,370,L,VIC,MORN RC,MORN,MORNINGTON CUP,"2,400","300,000",O,O,Hcp,MORNINGTON CUP,,,
20-Apr-24,631,L,SA,SAJC,MORP,REDELVA STAKES,"1,100","120,000",3-Y-O,O,SWP,REDELVA STAKES,,,
20-Apr-24,314,G3,SA,SAJC,MORPP,R N IRWIN STAKES,"1,100","150,000",O,O,WFA,R N IRWIN STAKES,,,
20-Apr-24,430,L,SA,SAJC,MORPP,CITY OF ADELAIDE HCP,"1,400","120,000",O,O,Qlty,CITY OF ADELAIDE HCP,,,
20-Apr-24,383,L,SA,SAJC,MORPP,H C NITSCHKE STAKES,"1,400","120,000",3-Y-O,O,SWP,H C NITSCHKE STAKES,,,
20-Apr-24,320,G2,WA,WATC,ASCT,KARRAKATTA PLATE,"1,200","500,000",2-Y-O,O,SW,KARRAKATTA PLATE,,,
25-Apr-24,471,L,VIC,VRC,FLEM,ANZAC DAY STAKES,"1,400","175,000",2-Y-O,O,Hcp,ANZAC DAY HANDICAP,,,
25-Apr-24,22,L,VIC,VRC,FLEM,VRC ST LEGER,"2,800","300,000",3-Y-O,O,SW,VRC ST LEGER,,,
27-Apr-24,746,L,QLD,BRC,E FM,MICK DITTMAN PLATE,"1,000","160,000",3-Y-O,O,SW,MICK DITTMAN PLATE,,,
27-Apr-24,711,L,QLD,BRC,E FM,PRINCESS STAKES,"1,600","160,000",3-Y-O,F,SW,PRINCESS STAKES,,,
27-Apr-24,155,L,QLD,BRC,E FM,BRISBANE HANDICAP,"1,600","160,000",O,O,Qlty,BRISBANE HANDICAP,,,
27-Apr-24,697,L,VIC,MRC,CAUL,THOROUGHBRED CLUB ANNIVERSARY VASE,"1,400","175,000",O,O,Hcp,ANNIVERSARY VASE,,,
27-Apr-24,121,G1,SA,SAJC,MORP,AUSTRALASIAN OAKS,"2,000","502,250",3-Y-O,F,SW,AUSTRALASIAN OAKS,,,
27-Apr-24,540,G3,SA,SAJC,MORP,BREEDERS' STAKES,"1,200","150,000",2-Y-O,O,SW,BREEDERS STAKES,,,
27-Apr-24,184,G3,SA,SAJC,MORP,CHAIRMAN'S STAKES,"2,000","150,000",3-Y-O,O,SW,SAJC CHAIRMAN'S STAKES,,,
27-Apr-24,901,L,SA,SAJC,MORP,QUEEN'S CUP (Rotational) Replaces Port Adelaide Cup,"2,500","120,000",O,O,Qlty,QUEEN'S CUP,,,
27-Apr-24,702,L,WA,WATC,ASCT,SHEILA GWYNNE STAKES,"1,400","125,000",2YO&Up,F&M,SWP,MATCHMAKER CLASSIC,,,
1-May-24,723,L,VIC,WRC,WARN,WANGOOM HCP,"1,200","200,000",O,O,Hcp,WANGOOM HCP,,,
2-May-24,715,L,VIC,WRC,WARN,WARRNAMBOOL CUP,"2,350","300,000",O,O,Hcp,WARRNAMBOOL CUP,,,
3-May-24,530,L,NSW,MURRUMBIDGEE TC,WAGG,WAGGA WAGGA GOLD CUP,"2,000","200,000",O,O,Hcp,WAGGA WAGGA GOLD CUP,,,
4-May-24,32,G2,QLD,BRC,E FM,QUEENSLAND GUINEAS,"1,600","350,000",3-Y-O,O,SW,QUEENSLAND GUINEAS,,,
4-May-24,463,G2,QLD,BRC,E FM,VICTORY STAKES,"1,200","300,000",3YO&Up,O,WFA,VICTORY STAKES,,,
4-May-24,719,L,QLD,BRC,E FM,DALRELLO STAKES,"1,000","160,000",2-Y-O,O,SW,DALRELLO STAKES,,,
4-May-24,297,G3,NSW,HAWKESBURY RC,HAWK,HAWKESBURY GOLD CUP,"1,600","250,000",3YO&Up,O,Hcp,HAWKESBURY GOLD CUP,,,
4-May-24,655,G3,NSW,HAWKESBURY RC,HAWK,HAWKESBURY GUINEAS,"1,400","250,000",3-Y-O,O,SWP,HAWKESBURY GUINEAS,,,
4-May-24,717,G3,NSW,HAWKESBURY RC,HAWK,HAWKESBURY CROWN,"1,300","250,000",O,F&M,SWP,HAWKESBURY CROWN,,,
4-May-24,970,L,NSW,HAWKESBURY RC,HAWK,HAWKESBURY RUSH,"1,100","200,000",O,O,Qlty,HAWKESBURY RUSH,,,
4-May-24,495,G1,SA,SAJC,MORP,ROBERT SANGSTER STAKES,"1,200","600,000",O,F&M,WFA,ROBERT SANGSTER STAKES,,,
4-May-24,414,G2,SA,SAJC,MORP,QUEEN OF THE SOUTH STAKES,"1,600","250,000",3YO&Up,F&M,SWP,QUEEN OF THE SOUTH STAKES,,,
4-May-24,292,G2,SA,SAJC,MORP,TOBIN BRONZE STAKES,"1,200","250,000",3-Y-O,O,SW,EUCLASE CLASSIC,,,
4-May-24,350,G3,SA,SAJC,MORP,D C MCKAY STAKES,"1,100","150,000",O,O,Qlty,D C MCKAY STAKES,,,
4-May-24,411,L,SA,SAJC,MORP,WITHOUT FEAR STAKES,"1,050","120,000",2-Y-O,O,SW,QUEEN ADELAIDE STAKES,,,
4-May-24,467,G3,WA,WATC,ASCT,W.A. SIRES' PRODUCE STAKES,"1,400","200,000",2-Y-O,O,SW,WATC SIRES PRODUCE,,,
5-May-24,748,G3,WA,NORTHAM RC,NTHM,NORTHAM STAKES,"1,300","200,000",2YO&Up,O,SWP,NORTHAM STAKES,,,
11-May-24,589,G2,QLD,GOLD COAST TC,GCST,A D HOLLINDALE STAKES,"1,800","500,000",3YO&Up,O,WFA,A D HOLLINDALE STAKES,,,
11-May-24,687,G3,QLD,GOLD COAST TC,GCST,GOLD COAST GUINEAS,"1,200","160,000",3-Y-O,O,SW,GOLD COAST GUINEAS,,,
11-May-24,436,G3,QLD,GOLD COAST TC,GCST,KEN RUSSELL MEMORIAL CLASSIC,"1,200","160,000",O,O,SW,KEN RUSSELL MEMORIAL CLASSIC,,,
11-May-24,688,L,QLD,GOLD COAST TC,GCST,GOLD COAST BRACELET,"1,800","160,000",3-Y-O,F,SW,GOLD COAST BRACELET,,,
11-May-24,615,L,QLD,GOLD COAST TC,GCST,PRIME MINISTER'S CUP,"1,400","160,000",O,O,Qlty,PRIME MINISTER'S CUP,,,
11-May-24,616,L,QLD,GOLD COAST TC,GCST,SILK STOCKING,"1,300","160,000",O,F&M,Qlty,SILK STOCKING,,,
11-May-24,284,L,NSW,GOSFORD RC LTD,GOSF,GOSFORD GOLD CUP,"2,100","250,000",3YO&Up,O,Qlty,GOSFORD GOLD CUP,,,
11-May-24,395,L,NSW,GOSFORD RC LTD,GOSF,TAKEOVER TARGET STAKES,"1,200","200,000",3YO&Up,O,Qlty,TAKEOVER TARGET,,,
11-May-24,26,G1,SA,SAJC,MORP,SOUTH AUSTRALIAN DERBY,"2,500","502,250",3-Y-O,O,SW,SA DERBY,,,
11-May-24,100,L,SA,SAJC,MORP,ADELAIDE GUINEAS,"1,600","120,000",3-Y-O,O,SW,ADELAIDE GUINEAS,,,
11-May-24,466,G3,SA,SAJC,MORPP,SOUTH AUSTRALIAN SIRES PRODUCE STAKES,"1,400","150,000",2-Y-O,O,SW,SAJC SIRES' PRODUCE STAKES,,,
18-May-24,38,G1,QLD,BRC,DOOM,"DOOMBEN 10,000","1,200","1,500,000",O,O,WFA,"DOOMBEN 10,000",,,
18-May-24,206,G2,QLD,BRC,DOOM,CHAMPAGNE CLASSIC,"1,200","300,000",2-Y-O,O,SW,CHAMPAGNE CLASSIC,,,
18-May-24,183,G3,QLD,BRC,DOOM,CHAIRMAN'S HANDICAP,"2,000","160,000",3YO&Up,O,Qlty,CHAIRMAN'S HANDICAP,,,
18-May-24,624,G3,QLD,BRC,DOOM,ROUGH HABIT PLATE,"2,000","250,000",3-Y-O,O,SW,ROUGH HABIT PLATE,,,
18-May-24,683,L,QLD,BRC,DOOM,BRIGHT SHADOW QUALITY,"1,110","160,000",3YO&Up,F&M,SWP,BRIGHT SHADOW QUALITY,,,
18-May-24,622,L,QLD,BRC,DOOM,MEMBERS' HANDICAP,"1,600","160,000",O,O,Qlty,MEMBERS' HANDICAP,,,
18-May-24,27,G1,SA,SAJC,MORP,THE GOODWOOD,"1,200","600,000",O,O,SWP,SAJC GOODWOOD,,,
18-May-24,379,G3,SA,SAJC,MORP,DAVID COLES AM STAKES,"1,200","150,000",2-Y-O,O,SW,NATIONAL STAKES,,,
18-May-24,703,G3,SA,SAJC,MORP,PROUD MISS STAKES,"1,200","150,000",3YO&Up,F&M,SWP,PROUD MISS STAKES,,,
18-May-24,200,G3,SA,SAJC,MORP,R A LEE STAKES,"1,600","170,000",O,O,SWP,R A LEE STAKES,,,
18-May-24,443,G3,SA,SAJC,MORP,KEN AND HELEN SMITH SA FILLIES CLASSIC,"2,500","170,000",3-Y-O,F,SW,SA FILLIES CLASSIC,,,
18-May-24,632,L,SA,SAJC,MORP,CENTAUREA STAKES,"2,000","120,000",O,F&M,SWP,CENTAUREA STAKES,,,
18-May-24,652,G3,NSW,SCONE RC,SCNE,DARK JEWEL CLASSIC,"1,400","250,000",O,F&M,Qlty,DARK JEWEL CLASSIC,,,
18-May-24,676,L,NSW,SCONE RC,SCNE,SCONE CUP,"1,600","200,000",O,O,Qlty,SCONE CUP,,,
18-May-24,738,L,NSW,SCONE RC,SCNE,ORTENSIA STAKES,"1,100","200,000",O,O,Qlty,ORTENSIA STAKES,,,
18-May-24,764,L,NSW,SCONE RC,SCNE,LUSKIN STAR STAKES,"1,300","200,000",O,O,Qlty,LUSKIN STAR STAKES,,,
